,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Priority
147,Arizona,No,Basic,Bachelor,2011-01-09,Employed,F,28859,Suburban,Divorced,67,24,51,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize,Medium
148,Arizona,No,Extended,High School or Below,2011-02-01,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize,Medium
149,Oregon,Yes,Premium,College,2011-02-28,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,Low
150,Washington,No,Basic,Bachelor,2011-01-31,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,Low
151,Washington,Yes,Basic,High School or Below,2011-02-17,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize,High
152,Arizona,No,Extended,High School or Below,2011-02-12,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize,Medium
153,Arizona,No,Extended,Bachelor,2011-02-24,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize,High
154,California,No,Basic,Bachelor,2011-02-01,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize,Low
155,California,No,Basic,High School or Below,2011-02-06,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small,Low
156,Oregon,No,Extended,College,2011-01-23,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize,Low
157,Oregon,No,Extended,Bachelor,2011-01-21,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small,High
158,Arizona,Yes,Basic,College,2011-01-20,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,Low
159,Arizona,No,Basic,Bachelor,2011-01-06,Employed,F,52705,Rural,Married,64,14,8,0,2,Personal Auto,Personal L2,Offer1,Web,128.705563,Two-Door Car,Large,Medium
160,California,No,Basic,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize,Low
161,Washington,No,Basic,College,2011-02-27,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,497.126827,SUV,Medsize,Low
162,California,Yes,Basic,College,2011-02-21,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,High
163,Washington,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910,Suburban,Single,63,7,63,0,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,Low
164,California,No,Extended,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Single,77,15,12,0,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize,Medium
165,Oregon,No,Basic,Master,2011-02-21,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small,Medium
166,California,No,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Single,69,33,61,0,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,Medium
167,California,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,61,17,1,0,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,Low
168,Oregon,No,Extended,High School or Below,2011-01-16,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,256.813837,Four-Door Car,Medsize,High
169,California,No,Basic,High School or Below,2011-01-06,Unemployed,F,0,Suburban,Married,74,11,85,0,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,High
170,California,No,Basic,College,2011-01-27,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize,Low
171,Oregon,No,Premium,Doctor,2011-01-15,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize,High
172,Nevada,No,Basic,College,2011-01-09,Employed,F,25141,Rural,Divorced,73,12,4,0,2,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize,High
173,Nevada,No,Basic,College,2011-01-28,Unemployed,F,0,Suburban,Married,61,5,46,0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,Low
174,California,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,Medium
175,California,No,Basic,Bachelor,2011-01-04,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize,Low
176,Washington,No,Basic,College,2011-02-01,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize,Low
177,Arizona,No,Basic,Bachelor,2011-01-27,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize,Medium
178,Washington,No,Basic,College,2011-02-14,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize,Medium
179,California,No,Basic,Bachelor,2011-01-23,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small,Low
180,California,No,Premium,Bachelor,2011-02-18,Unemployed,F,0,Suburban,Married,115,12,17,0,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,High
181,Nevada,No,Extended,Bachelor,2011-01-24,Employed,F,39411,Suburban,Married,217,4,29,0,4,Personal Auto,Personal L3,Offer3,Branch,960.0,Luxury Car,Medsize,High
182,Oregon,No,Basic,High School or Below,2011-02-18,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large,Medium
183,Nevada,No,Extended,Bachelor,2011-01-19,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small,High
184,California,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,Low
185,California,No,Basic,High School or Below,2011-02-07,Employed,F,84311,Suburban,Single,111,11,98,0,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small,High
186,California,No,Basic,College,2011-01-30,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize,Low
187,Arizona,Yes,Extended,Bachelor,2011-02-17,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize,Medium
188,California,No,Extended,Bachelor,2011-01-13,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,Low
189,Oregon,No,Extended,College,2011-02-08,Employed,M,61709,Urban,Married,82,5,41,0,7,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize,Medium
190,California,No,Basic,Master,2011-01-29,Employed,M,94656,Urban,Married,111,12,79,0,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize,Low
191,California,No,Basic,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small,Low
192,California,No,Basic,Bachelor,2011-01-20,Employed,M,61085,Suburban,Married,70,27,34,0,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize,Low
193,Oregon,No,Basic,Bachelor,2011-01-27,Employed,F,89284,Suburban,Married,67,7,31,0,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small,Medium
194,Arizona,No,Basic,High School or Below,2011-01-09,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small,Medium
195,Washington,No,Extended,Bachelor,2011-01-11,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,Low
196,Oregon,No,Premium,High School or Below,2011-02-17,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,960.0,Luxury SUV,Medsize,High
197,Oregon,No,Basic,Bachelor,2011-02-16,Employed,M,53703,Rural,Single,67,3,45,0,1,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize,Low
198,Washington,No,Extended,High School or Below,2011-02-10,Unemployed,F,0,Suburban,Single,96,12,35,0,2,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize,High
199,California,Yes,Extended,College,2011-02-19,Employed,M,20396,Suburban,Married,76,15,60,0,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize,Medium
200,California,No,Premium,Master,2011-01-21,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.486994,SUV,Medsize,High
201,Nevada,Yes,Extended,Bachelor,2011-02-27,Retired,F,23904,Suburban,Single,123,1,67,0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,Low
202,Arizona,No,Basic,High School or Below,2011-02-04,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,Medsize,Low
203,California,No,Basic,College,2011-01-18,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,960.0,SUV,Medsize,Medium
204,California,No,Basic,High School or Below,2011-02-03,Unemployed,M,0,Suburban,Single,63,0,54,0,7,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize,Low
205,California,No,Basic,College,2011-01-02,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,960.0,SUV,Medsize,High
206,California,No,Basic,College,2011-01-09,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize,Low
207,California,No,Premium,College,2011-01-19,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,High
208,Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize,High
209,Washington,No,Extended,Bachelor,2011-01-31,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize,Medium
210,California,No,Extended,High School or Below,2011-01-11,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small,Low
211,California,Yes,Basic,College,2011-02-11,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize,Low
212,Washington,No,Extended,College,2011-01-22,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small,High
213,California,No,Basic,High School or Below,2011-02-24,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,Medsize,Medium
214,Arizona,No,Basic,College,2011-02-28,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small,Low
215,Oregon,No,Extended,College,2011-01-25,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large,Medium
216,Oregon,No,Premium,College,2011-02-26,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small,Medium
217,Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small,Medium
218,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,High
219,California,No,Basic,College,2011-01-02,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize,Low
220,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize,Medium
221,California,No,Basic,Bachelor,2011-02-02,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize,Medium
222,Nevada,No,Basic,High School or Below,2011-02-27,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small,Medium
223,Washington,Yes,Extended,High School or Below,2011-01-20,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,Medium
224,Oregon,No,Basic,College,2011-01-17,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,High
225,Oregon,No,Extended,College,2011-01-17,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize,Medium
226,Nevada,No,Basic,College,2011-02-24,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize,Medium
227,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,Low
228,Arizona,No,Basic,High School or Below,2011-02-20,Employed,M,21474,Urban,Married,114,13,72,0,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small,High
229,California,No,Basic,Bachelor,2011-02-19,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small,Medium
230,Arizona,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,Medium
231,Arizona,Yes,Basic,College,2011-02-06,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,Medium
232,Arizona,No,Extended,High School or Below,2011-02-27,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize,High
233,Oregon,No,Premium,Bachelor,2011-02-01,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small,Medium
234,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize,Medium
235,California,No,Basic,Bachelor,2011-01-11,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small,Medium
236,California,No,Basic,Bachelor,2011-02-10,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large,High
237,Washington,No,Extended,College,2011-02-25,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large,High
238,Washington,No,Basic,College,2011-02-16,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small,Low
239,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,64997,Suburban,Single,63,7,99,0,1,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small,Low
240,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small,Medium
241,Arizona,No,Basic,College,2011-01-14,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large,High
242,Oregon,No,Basic,College,2011-02-14,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small,Low
243,California,No,Extended,College,2011-02-03,Employed,M,49988,Suburban,Married,84,6,37,0,5,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,Large,Medium
244,California,No,Extended,College,2011-01-31,Unemployed,F,0,Suburban,Single,91,2,8,0,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize,Low
245,California,No,Extended,Bachelor,2011-02-15,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,Low
246,Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,Medium
247,Arizona,No,Extended,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Married,81,3,60,0,2,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small,High
248,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,960.0,Luxury SUV,Medsize,High
249,California,No,Basic,Master,2011-01-25,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,High
250,Arizona,No,Premium,High School or Below,2011-02-02,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize,Low
251,Nevada,No,Basic,Bachelor,2011-02-09,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize,High
252,Arizona,No,Basic,Doctor,2011-02-28,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,High
253,Washington,Yes,Basic,College,2011-01-27,Retired,F,21073,Suburban,Divorced,106,25,54,0,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,Medium
254,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,Large,Medium
255,Nevada,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,Medium
256,Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,Medsize,High
257,California,No,Basic,Master,2011-01-30,Employed,F,39161,Urban,Married,63,18,83,0,4,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,Small,Medium
258,Washington,No,Extended,Bachelor,2011-02-09,Employed,M,37534,Suburban,Married,84,2,0,0,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,Medsize,High
259,Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,20.543176,Four-Door Car,Medsize,Low
260,California,No,Basic,Bachelor,2011-02-23,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,385.115437,Four-Door Car,Small,High
261,California,No,Basic,College,2011-02-22,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.165035,Four-Door Car,Medsize,Medium
262,Arizona,No,Basic,College,2011-01-16,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Personal Auto,Personal L2,Offer1,Web,326.4,Four-Door Car,Medsize,High
263,Arizona,No,Basic,High School or Below,2011-02-02,Employed,M,94731,Suburban,Married,67,23,65,0,4,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Medsize,Medium
264,California,No,Extended,Bachelor,2011-02-22,Employed,M,32375,Suburban,Married,83,17,83,0,6,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Small,Medium
265,Oregon,No,Basic,College,2011-01-03,Medical Leave,M,16531,Rural,Married,63,0,40,0,4,Corporate Auto,Corporate L1,Offer1,Web,102.879769,Four-Door Car,Medsize,Medium
266,Arizona,No,Extended,Master,2011-02-27,Employed,F,32006,Rural,Single,94,28,7,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,56.868289,Four-Door Car,Medsize,High
267,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,81676,Suburban,Married,72,21,86,0,8,Personal Auto,Personal L2,Offer1,Agent,463.158502,Two-Door Car,Small,Medium
268,California,No,Extended,College,2011-01-11,Employed,M,71038,Rural,Married,86,15,56,0,3,Corporate Auto,Corporate L1,Offer4,Agent,205.444066,Four-Door Car,Medsize,Medium
269,Arizona,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Single,103,20,43,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,741.6,Sports Car,Medsize,Low
